event_id,trace_id,thread_id,occurred_at,actor,phase,payload,latency_ms,token_count,confidence,risk,path,verdict
77152068-36de-4689-bc97-280671a786cd,6b7f8f69-0e93-43e3-b48c-c48352bae018,758,2026-01-18 20:33:34.249692+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 2720}",,,,,,
bb36821e-d1a4-4971-802b-efa33da6ed37,6b7f8f69-0e93-43e3-b48c-c48352bae018,758,2026-01-18 20:33:34.924968+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""SHIFT"", ""cognitiveLoad"": ""high""}",,,0.6,,FAST,APPROVE
df5cabbf-4f72-43b8-8bd4-97644cf36e8d,unknown,,2026-01-18 20:33:41.699511+09,MODEL,generation,"{""mode"": ""FAST"", ""model"": ""yua-5-mini"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 256}",,,,,,
f23af64d-1b2e-41ce-9aca-c5fbdd1aa62a,3e3819b4-75e7-4e68-a30f-bf592b3d8c72,758,2026-01-18 20:56:41.916662+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 2720}",,,,,,
ac11f480-da58-4271-9476-a64e51797f14,3e3819b4-75e7-4e68-a30f-bf592b3d8c72,758,2026-01-18 20:56:42.673542+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""SHIFT"", ""cognitiveLoad"": ""high""}",,,0.6,,FAST,APPROVE
3a9f2620-3d10-4a35-8cab-a8b29b9ada3a,unknown,,2026-01-18 20:56:43.385351+09,MODEL,generation,"{""mode"": ""FAST"", ""model"": ""yua-5-mini"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 256}",,,,,,
4287fa7d-c002-4985-8cc2-4dfc5477871e,1f5d1567-8aa2-4f0b-813b-3d89a6a0ea57,758,2026-01-18 20:57:27.297208+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 13}",,,,,,
0891d712-04f6-4bcd-b179-b121311e8395,1f5d1567-8aa2-4f0b-813b-3d89a6a0ea57,758,2026-01-18 20:57:27.311423+09,YUA,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.7,,NORMAL,APPROVE
edf1da7a-eb75-4ea7-a79f-9f433dae23d8,unknown,,2026-01-18 20:57:27.626768+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
825ea893-5fdc-4b25-9749-04d81aebff27,1f5d1567-8aa2-4f0b-813b-3d89a6a0ea57,758,2026-01-18 20:57:29.651272+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 28}",,,,,,
1be7f693-00c2-4eef-8060-0fc7ab2f68eb,e54d9420-1d2f-465b-abf9-a12845597533,758,2026-01-18 21:40:12.018846+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 1314}",,,,,,
8f3e2a4f-12e1-4a3c-b646-325df199555f,e54d9420-1d2f-465b-abf9-a12845597533,758,2026-01-18 21:40:12.058056+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.55,,NORMAL,APPROVE
ef659a0a-a3de-4dc3-a823-b5f0fb8c2b5a,unknown,,2026-01-18 21:40:13.758269+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
c9e480a2-1bdd-4dea-9672-c2d483e671f0,unknown,,2026-01-18 21:40:29.211502+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
921917a4-2d18-4525-ae91-303f904ae026,e54d9420-1d2f-465b-abf9-a12845597533,758,2026-01-18 21:40:30.949956+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2747}",,,,,,
f26e14e4-1867-4b81-8ee9-75577209ef32,9fe902dd-008b-4653-b788-76b72ace38ae,758,2026-01-18 22:13:06.608404+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 2986}",,,,,,
4df144bb-b92e-4fca-9397-e03d0cb212d4,9fe902dd-008b-4653-b788-76b72ace38ae,758,2026-01-18 22:13:07.232176+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.6,,NORMAL,APPROVE
7007b48a-7723-4389-b0be-b8efcfe1a859,unknown,,2026-01-18 22:13:08.802916+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5b907f3f-6f06-49a7-9752-6dd23ae42beb,unknown,,2026-01-18 22:13:18.173857+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
6150826a-47cd-426f-9646-360c9c9cc8ee,9fe902dd-008b-4653-b788-76b72ace38ae,758,2026-01-18 22:13:20.366513+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1596}",,,,,,
5acacae4-2911-42e4-b5a7-70843afeb2de,8a257d65-0a67-49d3-97ef-e27661d45ca0,758,2026-01-18 22:13:48.341439+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 3}",,,,,,
d4723281-55f1-4b99-b85b-a8bb2eb94c52,8a257d65-0a67-49d3-97ef-e27661d45ca0,758,2026-01-18 22:13:48.371894+09,YUA,decision,"{""anchors"": [""EXPAND_SCOPE"", ""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.24,,NORMAL,APPROVE
5b2ce4fd-08fd-4944-b20e-e50db263ca44,unknown,,2026-01-18 22:13:48.663156+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
40238f3c-911b-4eee-a399-0b6cbd8f68c4,unknown,,2026-01-18 22:13:50.414487+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
40de2533-c341-4e1b-84f7-263a8a4bf070,8a257d65-0a67-49d3-97ef-e27661d45ca0,758,2026-01-18 22:13:56.246304+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 86}",,,,,,
2f3cc183-1b63-4597-b08d-2ade6aa73e8d,d633dbff-ee25-4517-9aa7-0c119bfee3d5,758,2026-01-18 23:37:45.705513+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 27}",,,,,,
9d9499a8-193c-43fc-b4fc-fb591f208b99,d633dbff-ee25-4517-9aa7-0c119bfee3d5,758,2026-01-18 23:37:45.791202+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.33,,NORMAL,APPROVE
3444191c-9b73-4848-be64-e8e9db2708b9,unknown,,2026-01-18 23:37:47.467881+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5d91d591-513c-4a1b-9d04-1e6fed356e55,unknown,,2026-01-18 23:37:55.935685+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
32f0dbdc-1bfa-4506-91d3-4b19125af748,d633dbff-ee25-4517-9aa7-0c119bfee3d5,758,2026-01-18 23:38:02.293336+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 337}",,,,,,
5236bbe7-7ffe-4b01-8960-3b8caf6859a4,c5c3175b-cad4-4d28-b3f5-de741712de98,758,2026-01-18 23:53:46.122593+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 12}",,,,,,
93bd5141-2c29-46c8-b8ee-5a30eaa485f6,c5c3175b-cad4-4d28-b3f5-de741712de98,758,2026-01-18 23:53:46.14898+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.6,,NORMAL,APPROVE
0f1e23b9-6c8b-420d-aee5-4f4bf796f0f4,unknown,,2026-01-18 23:53:47.594246+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0db7e44c-9df5-4f21-a7fc-e736e2c8f8df,unknown,,2026-01-18 23:53:55.080082+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
3910dc38-7290-4c81-b8ca-7f5b9e4748cb,c5c3175b-cad4-4d28-b3f5-de741712de98,758,2026-01-18 23:54:00.889841+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 332}",,,,,,
5db0ca1f-12e6-4f6e-8f34-75a05cd45574,45f1c44f-ccd0-43e6-bba4-5472b235f8f5,758,2026-01-18 23:57:13.083798+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 1166}",,,,,,
736a49f9-c522-4093-a809-deafa7899e67,45f1c44f-ccd0-43e6-bba4-5472b235f8f5,758,2026-01-18 23:57:13.106209+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.55,,NORMAL,APPROVE
00e59bea-19f6-4d26-8620-c960f3c7b741,unknown,,2026-01-18 23:57:13.528536+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
4aca9f02-4643-4224-8d94-40e5f242a672,unknown,,2026-01-18 23:57:21.365887+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
781efa56-812c-41b1-bb23-a0947f5eb371,45f1c44f-ccd0-43e6-bba4-5472b235f8f5,758,2026-01-18 23:57:24.687766+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1778}",,,,,,
e8867ebd-7500-4bee-89d0-304eeec0318b,c78c0938-ad92-4b51-aff8-2fda45211d6e,758,2026-01-18 23:59:59.527076+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 3353}",,,,,,
6c05b84c-68ce-4d79-856a-07598ccff83d,c78c0938-ad92-4b51-aff8-2fda45211d6e,758,2026-01-19 00:00:00.447747+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""SHIFT"", ""cognitiveLoad"": ""high""}",,,0.6,,NORMAL,APPROVE
1828a98f-631b-4e72-9f77-bea8c415d4e8,unknown,,2026-01-19 00:00:00.500528+09,MODEL,generation,"{""model"": ""yua-4.1-mini"", ""stream"": false, ""maxOutputTokens"": 512}",,,,,,
de0e7372-3699-46dd-b288-7a932d0e0571,unknown,,2026-01-19 00:00:00.784626+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5a4abed2-139b-47e9-b675-67cf1314580d,unknown,,2026-01-19 00:00:10.1811+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
b9e2d98a-2a11-4bed-a97a-280513ddcb35,c78c0938-ad92-4b51-aff8-2fda45211d6e,758,2026-01-19 00:00:12.159397+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1183}",,,,,,
4ff7ed1a-b4fe-424d-a041-02b4a2f617c5,570741b1-a6aa-41a1-bbe1-f0cffd863736,758,2026-01-19 00:15:15.499235+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 418}",,,,,,
135942ef-1ba5-45bf-a2fb-0a15f091f022,570741b1-a6aa-41a1-bbe1-f0cffd863736,758,2026-01-19 00:15:15.528525+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""medium""}",,,0.55,,NORMAL,APPROVE
68f56151-7545-46c8-be7a-e714ec10da66,unknown,,2026-01-19 00:15:16.613422+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
50e83c4a-197d-40c4-9c83-b38768c046a8,unknown,,2026-01-19 00:15:29.356026+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d06885c2-eef7-49fc-b363-36991190eb61,570741b1-a6aa-41a1-bbe1-f0cffd863736,758,2026-01-19 00:15:31.727526+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2327}",,,,,,
3ff8ea43-35c5-44f5-a070-2ab1d09ed2c8,ccc8c24c-bad4-4ab9-8030-ac1ffdc059c7,758,2026-01-19 00:17:31.211917+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 189}",,,,,,
61f01115-1d08-459e-893b-3ea57fbe91f0,ccc8c24c-bad4-4ab9-8030-ac1ffdc059c7,758,2026-01-19 00:17:31.226071+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.55,,NORMAL,APPROVE
ebc43b03-87b1-40e9-a032-c7a4e57cbf07,unknown,,2026-01-19 00:17:31.545074+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
e2fc138f-f499-4c2d-89a0-6dc09c7296b8,unknown,,2026-01-19 00:17:45.488398+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
8edb01bc-0c12-4344-9920-ed684932ac94,ccc8c24c-bad4-4ab9-8030-ac1ffdc059c7,758,2026-01-19 00:17:47.51065+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1430}",,,,,,
5f01f5f1-cc11-4014-ba3f-dd45c7f733cf,ce513b17-0af8-4262-ae50-af328b6d21a0,758,2026-01-19 00:18:02.978702+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 179}",,,,,,
96ccfb0c-2b31-4b0f-a191-18b644f2db17,ce513b17-0af8-4262-ae50-af328b6d21a0,758,2026-01-19 00:18:03.004702+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.55,,NORMAL,APPROVE
e8fdfb13-5610-4e0b-aaca-fa94ebf0c8e8,unknown,,2026-01-19 00:18:03.292362+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
abd84b5a-e4dd-4c92-a3cc-c30e1696262c,unknown,,2026-01-19 00:18:17.26853+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
79ad1d45-b18a-485e-bae2-48389f80e93a,ce513b17-0af8-4262-ae50-af328b6d21a0,758,2026-01-19 00:18:19.160882+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2385}",,,,,,
7ffe97c0-dc84-402e-a9ee-51acf89e3a9e,062f21cd-af70-4577-98c5-6e7c4d936f7e,758,2026-01-19 00:33:48.569292+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 8}",,,,,,
45a36e66-6f67-4a5c-91d4-a79575263067,062f21cd-af70-4577-98c5-6e7c4d936f7e,758,2026-01-19 00:33:48.601496+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.6,,NORMAL,APPROVE
ad6fc1b1-dc4e-442c-a703-f6b0b4a51aa3,unknown,,2026-01-19 00:33:50.039887+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
71d89ace-2363-460c-8877-41d9d158e7ff,unknown,,2026-01-19 00:33:58.062388+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
fa596a5b-6f3c-421f-9c4f-5befb3024113,062f21cd-af70-4577-98c5-6e7c4d936f7e,758,2026-01-19 00:34:02.681844+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 646}",,,,,,
6d500e05-ba15-41e3-8772-7747ab950b6f,4b1b7464-de31-4d39-a455-c731bed69d96,758,2026-01-19 01:20:17.492374+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 31}",,,,,,
b59ca0b0-8c30-4619-b859-3239f39fcc96,4b1b7464-de31-4d39-a455-c731bed69d96,758,2026-01-19 01:20:17.525822+09,YUA,decision,"{""anchors"": [""EXPAND_SCOPE""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.6,,NORMAL,APPROVE
86a1934e-8b0b-4dea-bc9a-587b3679beed,unknown,,2026-01-19 01:20:19.07798+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
8b52d091-bb02-4044-88a0-6c94eb572665,unknown,,2026-01-19 01:20:21.92027+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
bd286b9b-6f3b-4b4f-97b7-a0d55775cfab,4b1b7464-de31-4d39-a455-c731bed69d96,758,2026-01-19 01:20:24.112975+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 53}",,,,,,
1dea0df4-a15e-4bc7-89a6-978df352d0d3,c9f00b83-18fa-46a0-8447-8d88620a6a33,758,2026-01-19 01:21:20.049145+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 201}",,,,,,
e507b9ce-9bb5-4bc4-bf79-b9c3a0ccc970,c9f00b83-18fa-46a0-8447-8d88620a6a33,758,2026-01-19 01:21:20.068161+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.6,,NORMAL,APPROVE
d98c38fc-0344-41a7-ba92-c8840a90626c,unknown,,2026-01-19 01:21:20.402131+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
b5cfca9f-e1f7-479a-9e29-3bcbff8437c2,unknown,,2026-01-19 01:21:37.167127+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
18d2ab1a-c8ae-44d1-a001-f3bafddaceaf,c9f00b83-18fa-46a0-8447-8d88620a6a33,758,2026-01-19 01:21:40.894221+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2132}",,,,,,
1c6dbbe5-afd3-4e60-b817-301f0ce10205,c3939921-65b4-4b90-80e3-8521f6bb65c5,758,2026-01-19 01:33:23.572618+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 19}",,,,,,
70d0a565-f013-47a2-840f-edf745806ef6,c3939921-65b4-4b90-80e3-8521f6bb65c5,758,2026-01-19 01:33:23.589453+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.27,,NORMAL,APPROVE
73c395d0-ed65-47e5-b9e9-12fd4853e73b,unknown,,2026-01-19 01:33:24.677908+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d4fa4dba-8848-41a5-898f-76ac241b32b0,unknown,,2026-01-19 01:33:35.259352+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d81c442d-8645-496e-bd4e-f5317034852a,c3939921-65b4-4b90-80e3-8521f6bb65c5,758,2026-01-19 01:33:38.705333+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1362}",,,,,,
e48783ef-2d1a-452b-b825-ec626fe14864,2d8ea9c7-72f1-4ddf-93d8-e81b55eaf999,758,2026-01-19 01:40:17.200836+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 48}",,,,,,
4dc3da2e-b1d4-44d2-8756-14997c47c6a5,2d8ea9c7-72f1-4ddf-93d8-e81b55eaf999,758,2026-01-19 01:40:17.218782+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.41,,NORMAL,APPROVE
5e108292-f2bc-495f-93c2-d5d50b9e94ae,unknown,,2026-01-19 01:40:18.283257+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0ec49a23-be4c-4c45-a99a-9e27c5d8f053,unknown,,2026-01-19 01:40:26.821747+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
6df2b3b3-b404-4961-acaf-59ebcdf9d33b,2d8ea9c7-72f1-4ddf-93d8-e81b55eaf999,758,2026-01-19 01:40:29.011017+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 486}",,,,,,
0473a632-d03e-48cc-88ec-7bfef2d936d5,8277cffe-95cc-4bda-8323-2f1e678fb47f,758,2026-01-19 01:43:32.892288+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 37}",,,,,,
06b1ae4f-520d-4b24-a96f-c19456c931d0,8277cffe-95cc-4bda-8323-2f1e678fb47f,758,2026-01-19 01:43:32.906207+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.38,,NORMAL,APPROVE
5e03c347-974b-469b-be83-37f38d788707,unknown,,2026-01-19 01:43:33.207347+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
6b3b907d-75ac-4f31-a341-71e577cf4e6d,unknown,,2026-01-19 01:43:39.162958+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0303ad06-e9fd-4ac1-a093-08fb763fa852,8277cffe-95cc-4bda-8323-2f1e678fb47f,758,2026-01-19 01:43:44.410582+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 899}",,,,,,
4853c49a-c7d2-4099-ba28-2e0ca75d7521,13a84e86-0982-4033-b4e3-6e8a751fc809,758,2026-01-19 01:48:54.892531+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 921}",,,,,,
df7763b6-22ae-4f97-823c-a40a7ab9eddc,13a84e86-0982-4033-b4e3-6e8a751fc809,758,2026-01-19 01:48:54.923405+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.55,,NORMAL,APPROVE
4959c519-e93a-49c2-8543-ae32ac293222,unknown,,2026-01-19 01:48:54.95816+09,MODEL,generation,"{""model"": ""yua-4.1-mini"", ""stream"": false, ""maxOutputTokens"": 512}",,,,,,
fce2af7e-137f-4f5f-bd1d-c55183410ef9,unknown,,2026-01-19 01:48:56.021341+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
762bf7f0-ac83-4be9-8a08-360a6d930ce7,unknown,,2026-01-19 01:49:01.611458+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
4a5ed690-f3ce-4cc1-8aad-1b3419a7cacb,13a84e86-0982-4033-b4e3-6e8a751fc809,758,2026-01-19 01:49:04.734645+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 577}",,,,,,
82ff1b32-1e9d-427c-b2e4-128a48dd34f7,aa28a2c9-25c1-4528-a9db-d4da97a7b1d8,758,2026-01-19 01:51:29.34267+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 606}",,,,,,
b4277bb7-6de5-4f02-9e7a-6ff7cd3aaff3,aa28a2c9-25c1-4528-a9db-d4da97a7b1d8,758,2026-01-19 01:51:30.091281+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.55,,NORMAL,APPROVE
